Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,PU,Duration,% Reune,Indexador,Data
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),21/10/2026,"DI + 1,2%",0.5917,0.324,0.4579,0.0302,294.259803,283.78,,DI +,2024-11-08
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),04/11/2026,"DI + 1,3%",0.7803,0.3014,0.49,0.033,1012.895235,345.04,,DI +,2024-11-08
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),15/09/2027,"DI + 1,2%",0.8541,0.52,0.6381,0.219,1029.186934,510.43,,DI +,2024-11-08
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),14/06/2028,"DI + 2,14%",1.3541,1.0971,1.1989,0.051,1076.323016,631.93,,DI +,2024-11-08
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),15/09/2028,"DI + 2,15%",1.9691,1.6713,1.8177,0.0354,1025.187427,459.06,,DI +,2024-11-08
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),15/06/2027,"DI + 0,86%",0.8356,0.5588,0.6961,0.0232,714.105931,344.55,,DI +,2024-11-08
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),25/11/2028,"DI + 2,5%",1.3002,1.1191,1.2037,0.0093,1082.032962,410.86,,DI +,2024-11-08
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),04/11/2029,"DI + 2,25%",1.457,1.3014,1.3885,0.0139,1031.173594,857.61,0.05,DI +,2024-11-08
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),15/03/2032,"DI + 1,9%",1.8044,1.4876,1.653,0.1178,1029.256563,1067.99,0.05,DI +,2024-11-08
ARTRA1,ARTERIS S/A (*) (**),11/03/2027,"DI + 1,65%",1.4675,1.281,1.4077,0.0422,1022.644986,299.39,0.35,DI +,2024-11-08
ARTRA4,ARTERIS S/A (*),24/08/2028,"DI + 2,7%",2.189,1.894,2.0794,0.2101,1041.825095,571.33,,DI +,2024-11-08
ARTRA5,ARTERIS S/A (*),12/04/2029,"DI + 2,4%",2.2474,1.9284,2.1066,0.2672,1017.388154,685.73,0.15,DI +,2024-11-08
ASAI14,SENDAS DISTRIBUIDORA S/A (*),26/11/2027,"DI + 1,75%",1.604,1.2779,1.4524,0.0304,1062.761105,523.04,,DI +,2024-11-08
ASAI18,SENDAS DISTRIBUIDORA S/A (*),22/12/2027,"DI + 1,85%",--,--,1.6066,0.0372,1053.741146,625.34,,DI +,2024-11-08
ASAI19,SENDAS DISTRIBUIDORA S/A (*),25/03/2029,"DI + 1,25%",1.7152,1.4399,1.557,0.0284,1005.239756,766.89,,DI +,2024-11-08
ASAI22,SENDAS DISTRIBUIDORA S/A (*),20/05/2028,"DI + 1,95%",1.6755,1.3603,1.5334,0.0333,1070.153024,600.1,,DI +,2024-11-08
ASAI28,SENDAS DISTRIBUIDORA S/A (*),22/12/2028,"DI + 1,95%",1.9044,1.6247,1.7051,0.0111,1055.67565,774.2,,DI +,2024-11-08
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),20/06/2029,"DI + 1,25%",1.7163,1.4127,1.588,0.144,1033.911243,777.99,0.05,DI +,2024-11-08
ASAIA1,SENDAS DISTRIBUIDORA S/A (*),25/09/2029,"DI + 1,25%",1.7127,1.403,1.5711,0.0222,1002.055407,841.99,0.1,DI +,2024-11-08
AURE13,AUREN ENERGIA S.A. (*),10/10/2031,"DI + 0,55%",--,--,0.8353,0.2212,996.574434,1058.37,0.05,DI +,2024-11-08
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),04/11/2025,"DI + 2,65%",2.0964,1.7302,1.9266,0.1108,336.257107,238.5,,DI +,2024-11-08
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),07/10/2027,"DI + 1,45%",0.8524,0.6845,0.7821,0.0462,1022.353543,423.28,0.35,DI +,2024-11-08
BCPSA3,CLARO S/A,27/01/2026,"DI + 1,35%",--,--,1.0126,0.2206,1037.75737,281.84,0.35,DI +,2024-11-08
BCPSA4,CLARO S/A,20/02/2027,"DI + 1,2%",1.2645,1.0154,1.1413,0.031,1027.366968,495.4,,DI +,2024-11-08
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),24/04/2027,"DI + 1,9%",2.4142,1.9306,2.0595,0.1161,1002.551948,436.3,0.45,DI +,2024-11-08
BRIT11,BRISANET PARTICIPACOES S.A.,25/08/2027,DI + 2%,1.05,0.7564,0.8829,0.0297,1043.837746,392.67,,DI +,2024-11-08
BRIT12,BRISANET PARTICIPACOES S.A. (*),10/07/2030,"DI + 1,6%",1.4098,1.1277,1.2715,0.1036,1050.821565,853.95,,DI +,2024-11-08
BRKMA6,BRASKEM S/A (*),12/05/2029,"DI + 1,75%",2.6273,2.2794,2.4503,0.0248,1037.956133,811.82,0.5,DI +,2024-11-08
BRKMA8,BRASKEM S/A (*),09/11/2029,"DI + 1,7%",2.6274,2.2759,2.4708,0.0607,1034.388291,873.65,0.35,DI +,2024-11-08
BRKMB6,BRASKEM S/A (*),12/05/2032,DI + 2%,2.582,2.3864,2.5263,0.0501,1040.423633,1025.81,,DI +,2024-11-08
BRKMB8,BRASKEM S/A (*),09/11/2032,"DI + 1,95%",2.7778,2.381,2.6093,0.1985,1034.357584,1072.07,,DI +,2024-11-08
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),15/04/2027,"DI + 2,4%",2.3443,2.0953,2.1922,0.0749,1013.264234,525.63,0.5,DI +,2024-11-08
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),06/03/2028,"DI + 3,4%",2.6677,2.2626,2.4334,0.4735,1049.796932,661.72,0.1,DI +,2024-11-08
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),21/02/2029,"DI + 3,25%",2.802,2.566,2.6494,0.0932,1049.498387,794.43,0.35,DI +,2024-11-08
BRKPA3,BRK AMBIENTAL PARTICIPACOES S/A (*),23/08/2029,"DI + 2,93%",2.7992,2.5604,2.6536,0.037,1037.117109,865.05,0.5,DI +,2024-11-08
BRMLA0,BR MALLS PARTICIPAÇÕES S/A (*) (**),14/11/2027,"DI + 1,3%",0.9275,0.6025,0.7641,0.0588,1069.974123,519.34,,DI +,2024-11-08
BRMLA1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2031,"DI + 0,63%",0.8172,0.5452,0.6501,0.0588,1021.365838,1089.54,0.1,DI +,2024-11-08
BRMLB1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2034,"DI + 0,95%",1.0192,0.8402,0.9411,0.0489,1023.391579,1322.47,,DI +,2024-11-08
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/05/2025,"DI + 1,05%",0.8049,0.6182,0.6914,0.0875,10034.465624,117,,DI +,2024-11-08
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%",0.7212,0.5994,0.6153,0.05,1021.136722,704.24,0.35,DI +,2024-11-08
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%",0.6161,0.505,0.5697,0.0034,1051.822438,693.93,0.1,DI +,2024-11-08
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),30/12/2028,"DI + 4,5%",3.596,3.1293,3.3637,0.0273,1044.403182,618.11,,DI +,2024-11-08
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),15/06/2025,"DI + 3,5%",3.6289,3.1752,3.4179,0.0603,1057.395027,138.81,0.05,DI +,2024-11-08
BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%",3.2589,2.9012,3.0835,0.0533,983.775805,404.66,,DI +,2024-11-08
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),15/03/2026,"DI + 2,1%",1.5833,1.1992,1.3945,0.0591,768.509652,200.4,,DI +,2024-11-08
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%",1.999,1.6115,1.8752,0.1447,1053.602878,732.65,,DI +,2024-11-08
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%",2.2038,1.814,2.083,0.2072,1061.623747,978.61,,DI +,2024-11-08
CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%",0.8411,0.4392,0.6423,0.2296,516.205407,213.77,0.35,DI +,2024-11-08
CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.1886,0.9663,1.0528,0.0432,1017.255299,711.89,,DI +,2024-11-08
CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.3062,1.0552,1.1402,0.0747,1014.77436,711.64,,DI +,2024-11-08
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),14/09/2026,"DI + 5,75%",1.4976,0.6051,1.1157,0.2673,5616.160468,209.2,,DI +,2024-11-08
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%",3.2209,1.8957,2.5903,0.4635,1068.198206,503.97,0.4,DI +,2024-11-08
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2027,DI + 2%,0.927,0.619,0.7907,0.1535,1058.585089,329.97,0.4,DI +,2024-11-08
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%",--,4.2264,5.24,0.6824,1030.082211,219.63,0.4,DI +,2024-11-08
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%",4.8204,3.8537,4.4168,0.2585,1005.047058,585.22,0.35,DI +,2024-11-08
CCROA7,CCR S/A (*),12/07/2029,"DI + 0,75%",--,--,0.7374,0.0177,1036.394828,722.21,0.1,DI +,2024-11-08
CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,2.3478,1.9696,2.0884,0.2938,1012.737583,513.71,,DI +,2024-11-08
CEAB11,C E A MODAS S.A.,20/05/2025,"DI + 2,15%",0.6983,0.5778,0.5992,0.4425,534.296641,120.71,,DI +,2024-11-08
CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%",1.6785,--,1.4264,0.1117,1069.53256,231.09,0.4,DI +,2024-11-08
CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%",1.854,1.6042,1.7326,0.0457,1035.324715,559.95,,DI +,2024-11-08
CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%",1.8014,1.425,1.7318,0.0544,1075.963172,407.99,0.35,DI +,2024-11-08
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6,0.2032,0.4245,0.0365,1024.225589,437.26,,DI +,2024-11-08
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",1.5009,1.2949,1.3965,0.0128,1045.917322,738.3,,DI +,2024-11-08
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.8195,0.6008,0.7233,0.0951,1071.815686,762.92,,DI +,2024-11-08
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.8472,0.4143,0.646,0.0341,1057.269294,851.8,,DI +,2024-11-08
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.936,0.3712,0.6726,0.0512,1031.314334,703.26,,DI +,2024-11-08
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.8691,0.4112,0.6851,0.1022,1064.988329,1034.35,,DI +,2024-11-08
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.9057,0.8103,0.8686,0.0272,517.492368,290.04,0.05,DI +,2024-11-08
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.052,0.886,0.9909,0.0319,1072.010051,767.89,,DI +,2024-11-08
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.0097,0.8548,0.9301,0.0577,1033.241686,880.29,,DI +,2024-11-08
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.2223,1,1.1101,0.0171,148.474285,276.69,,DI +,2024-11-08
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.9366,0.7141,0.8382,0.0597,1.070426,513.27,,DI +,2024-11-08
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.6793,0.4648,0.5571,0.3076,1063.100957,698.61,,DI +,2024-11-08
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.0265,0.7772,0.9188,0.0976,1016.440701,436.9,,DI +,2024-11-08
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",0.9868,0.8,0.8998,0.064,1066.152615,762.1,,DI +,2024-11-08
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",0.9536,0.6943,0.7901,0.0257,1029.904514,841.29,,DI +,2024-11-08
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.145,0.8628,1.0249,0.0993,1022.744762,701.93,,DI +,2024-11-08
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.6012,1.329,1.4232,0.1034,1016.360267,776.91,,DI +,2024-11-08
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.8456,0.4615,0.7683,0.0641,1010.68168,862.67,,DI +,2024-11-08
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",0.98,0.8,0.9073,0.0532,1051.341432,494.71,,DI +,2024-11-08
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.8079,0.0259,1016.763136,843.41,,DI +,2024-11-08
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.7452,1.3335,1.5278,0.0225,813.390749,615.91,0.35,DI +,2024-11-08
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.5525,2.0239,2.2188,0.067,1055.74348,18,,DI +,2024-11-08
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.0332,0.6185,0.8331,0.089,1.033752,775.97,0.35,DI +,2024-11-08
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",1.0112,0.6331,0.7966,0.1165,1024.156649,838.24,,DI +,2024-11-08
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.066,0.8183,0.9627,0.0465,1030.164737,880.66,,DI +,2024-11-08
CGOS18,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/09/2030,DI + 1%,1.0883,0.7948,0.9499,0.0331,1012.030308,912.2,0.1,DI +,2024-11-08
CHSF14,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2031,"DI + 0,85%",1.0891,0.8285,0.9501,0.0579,1005.911219,1159.77,0.45,DI +,2024-11-08
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.4498,0.3234,0.3971,0.0239,1022.576391,208.64,0.1,DI +,2024-11-08
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.589,1.1112,1.3669,0.049,1062.466577,329.53,,DI +,2024-11-08
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",0.9751,0.5656,0.8123,0.3007,427.402643,168.44,,DI +,2024-11-08
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",0.9796,0.6772,0.884,0.1093,1078.890909,598.82,,DI +,2024-11-08
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",--,0.6099,0.7988,0.0326,1038.156924,1032.36,,DI +,2024-11-08
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.0176,1.6348,1.7995,0.043,1048.302928,861.03,0.5,DI +,2024-11-08
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.8828,0.2778,0.5825,0.0428,1065.026711,540.66,,DI +,2024-11-08
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5323,1.32,1.4281,0.0316,1067.600137,225.11,0.05,DI +,2024-11-08
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.7329,0.5177,0.6222,0.0753,1031.961954,748.57,,DI +,2024-11-08
CMGDA1,CEMIG DISTRIBUIÇÃO S/A (*),15/09/2031,"DI + 0,55%",--,--,0.6089,0.0365,1010.190784,1109.71,,DI +,2024-11-08
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",--,--,14.0492,3.4424,793.757496,493.74,,DI +,2024-11-08
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.6674,--,0.5363,0.1117,1062.348542,444.82,,DI +,2024-11-08
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.1567,0.875,1.0212,0.1431,1045.439433,270.64,,DI +,2024-11-08
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.3496,0.9889,1.2033,0.0922,1058.014939,521.83,0.05,DI +,2024-11-08
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.5825,1.2172,1.4419,0.0922,1060.998402,753.07,,DI +,2024-11-08
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.2515,1.8739,2.0971,0.2427,1084.318552,324.8,,DI +,2024-11-08
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.7052,1.3485,1.5789,0.0984,1080.818034,503.99,0.5,DI +,2024-11-08
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.8618,0.7413,0.8025,0.004,1076.199754,762.7,,DI +,2024-11-08
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",--,0.2995,0.6111,0.0104,899.104058,389.76,,DI +,2024-11-08
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.9082,0.8208,0.8291,0.0406,1015.506414,331.4,,DI +,2024-11-08
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9303,0.5055,0.7135,0.0561,1063.136655,865.35,,DI +,2024-11-08
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.7212,1.3326,1.5263,0.0216,1051.779325,246.21,,DI +,2024-11-08
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.8139,0.294,0.5449,0.0369,530.344394,118.23,,DI +,2024-11-08
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.753,0.5856,0.673,0.0273,1044.738845,968.95,0.1,DI +,2024-11-08
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.74,0.4762,0.6321,0.0198,1071.209498,427.83,0.05,DI +,2024-11-08
CPLD28,COPEL DISTRIBUICAO S/A (*),15/06/2027,DI + 2%,1.302,1.0225,1.1194,0.0373,1066.748443,444.33,,DI +,2024-11-08
CPLD38,COPEL DISTRIBUICAO S/A (*),15/06/2028,"DI + 2,25%",1.259,0.9161,1.0809,0.0333,1085.534266,697.04,,DI +,2024-11-08
CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),15/07/2031,"DI + 1,7%",0.9993,0.7069,0.9112,0.2209,853.142659,709.6,,DI +,2024-11-08
CRFB16,ATACADAO S.A. (*) (**),12/01/2026,"DI + 1,2%",0.9763,0.7144,0.8069,0.02,1043.73338,271.11,,DI +,2024-11-08
CRFB26,ATACADAO S.A. (*) (**),11/01/2027,"DI + 1,35%",1.1291,0.8648,0.9581,0.0179,1047.409077,467.88,,DI +,2024-11-08
CRNP11,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*) (**),30/09/2025,"DI + 2,5%",1.9375,1.1713,1.5547,0.2033,1017.037821,214.44,,DI +,2024-11-08
CSAN13,COSAN S.A. (*) (**),15/08/2028,"DI + 1,65%",1.152,0.9131,1.0378,0.0193,1045.068473,661.2,,DI +,2024-11-08
CSAN14,COSAN S.A. (*),05/05/2028,"DI + 1,5%",1.0266,0.8619,0.9348,0.0376,1017.434236,717.51,0.35,DI +,2024-11-08
CSAN15,COSAN S.A. (*),20/04/2028,"DI + 2,4%",1.5294,1.3573,1.4055,0.0606,1034.643671,700.97,0.5,DI +,2024-11-08
CSAN16,COSAN S.A. (*),20/06/2028,"DI + 2,4%",1.7152,1.4614,1.6067,0.1145,1073.520921,696.17,,DI +,2024-11-08
CSAN18,COSAN S.A. (*),21/01/2031,"DI + 1,8%",1.3918,1.188,1.2824,0.0167,1058.473819,985.24,,DI +,2024-11-08
CSAN23,COSAN S.A. (*),15/08/2031,DI + 2%,1.4292,1.1818,1.319,0.0215,1057.02016,995.51,0.35,DI +,2024-11-08
CSAN24,COSAN S.A. (*),05/05/2032,"DI + 1,9%",1.4864,1.2408,1.3535,0.0852,1025.242609,1103.84,,DI +,2024-11-08
CSANA0,COSAN S.A. (*),28/06/2029,DI + 1%,1.032,0.8488,0.9274,0.0474,1044.606966,788.48,,DI +,2024-11-08
CSANB0,COSAN S.A. (*),28/06/2034,"DI + 1,5%",1.6265,1.307,1.476,0.0668,1045.437849,1260.73,,DI +,2024-11-08
CSMGA5,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),16/12/2025,"DI + 1,75%",0.8357,0.6535,0.7529,0.096,393.901947,141.39,,DI +,2024-11-08
CSMGA7,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),16/12/2029,"DI + 1,3%",0.7519,0.5798,0.6794,0.0388,1033.267349,619.51,,DI +,2024-11-08
CSMGA8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"DI + 1,2%",1.0359,0.8797,0.9314,0.2071,1025.600304,738.34,,DI +,2024-11-08
CSMGA9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"DI + 0,9%",0.85,0.5327,0.7221,0.0861,1015.296547,1042.97,,DI +,2024-11-08
CSMGB6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2026,"DI + 1,3%",0.6657,0.5079,0.6286,0.0659,630.036761,223,,DI +,2024-11-08
CSNAA1,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),10/11/2028,"DI + 1,65%",3.4244,3.0237,3.2192,0.0241,1018.693254,668.96,,DI +,2024-11-08
CSNAA2,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),20/12/2027,"DI + 2,5%",3.4627,3.0552,3.2316,0.0388,1035.488048,531.46,0.5,DI +,2024-11-08
CSRNA2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2031,"DI + 0,96%",--,--,1.0174,0.0231,1014.906103,1035.34,,DI +,2024-11-08
CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/11/2028,"DI + 2,83%",0.5673,0.3728,0.4651,0.0274,1125.257858,591.54,,DI +,2024-11-08
CTEEA2,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/04/2029,"DI + 1,55%",0.7084,0.3753,0.5026,0.1394,1037.700925,698.45,,DI +,2024-11-08
CTNS19,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),15/02/2025,"DI + 1,4%",0.8479,0.5425,0.7089,0.047,1029.913375,67,,DI +,2024-11-08
CTNS25,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),10/06/2026,"DI + 1,15%",1.1685,0.8245,1.0403,0.0596,1050.844755,351.07,,DI +,2024-11-08
CVCB14,CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A. (*),30/10/2028,"DI + 4,5%",6.2259,4.4012,5.375,0.1004,0.775537,562.05,,DI +,2024-11-08
DASAA2,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),25/11/2024,"DI + 1,2%",--,--,4.3308,3.0666,526.249849,9,,DI +,2024-11-08
DASAA4,DIAGNÓSTICOS DA AMÉRICA S/A (*),20/10/2025,"DI + 2,1%",3.7431,3.1187,3.4483,0.1017,497.470943,227.89,,DI +,2024-11-08
DASAA5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2026,"DI + 1,6%",4.651,3.8261,4.1885,0.1075,959.573567,445.51,,DI +,2024-11-08
DASAA6,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/04/2027,"DI + 1,6%",4.8055,3.9939,4.4173,0.0234,960.307614,431.97,0.1,DI +,2024-11-08
DASAA8,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 1,6%",4.9716,4.1834,4.5688,0.0777,937.656025,617.93,,DI +,2024-11-08
DASAB4,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 2,4%",4.8146,3.3056,4.1779,0.2264,971.471511,524.38,,DI +,2024-11-08
DASAB5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2028,"DI + 1,7%",4.9767,4.2474,4.6132,0.0557,918.945095,778.42,,DI +,2024-11-08
DASAC5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2031,"DI + 2,05%",5.2556,4.4318,4.7978,0.062,890.975625,1107.43,,DI +,2024-11-08
DESK13,DESKTOP S/A (*) (**),17/11/2028,"DI + 2,6%",1.5107,1.2052,1.3796,0.0248,1084.109267,404.92,,DI +,2024-11-08
